GeneName,RPKM          Oligodendrocytes div1                  1,RPKM          Oligodendrocytes div1                    2,RPKM          Oligodendrocytes div1                    3,RPKM          Oligodendrocytes div2.5                    1,RPKM          Oligodendrocytes div2.5                    2,RPKM          Oligodendrocytes div2.5                    3,RPKM          Oligodendrocytes div4                    1,RPKM          Oligodendrocytes div4                    2,RPKM          Oligodendrocytes div4                    3,RPKM          adult microglia 1,RPKM          adult microglia 2,RPKM          adult microglia 3,RPKM          Astrocytes 1,RPKM          Astrocytes 2,RPKM          Astrocytes 3,RPKM          cortical neurons div05                  1,RPKM          cortical neurons div05                  2,RPKM          cortical neurons div05                  3,RPKM          cortical neurons div10                  1,RPKM          cortical neurons div10                  2,RPKM          cortical neurons div10                  3
Plekha4,0.3276195,0.2267506,NaN,0.4483119,0.1067251,0.2122057,0.4418918,0.6827303,0.1918236,0.1098855,0.218188,NaN,1.948841,1.482521,2.644964,0.2522941,0.1104203,0.1053941,0.09190959,0.117986,0.1110127
5730405O15Rik,0.3274963,0.339998,NaN,1.075544,0.9601648,0.6363779,NaN,0.8774661,0.5752546,NaN,0.6543182,NaN,1.845577,0.8891781,0.6345528,0.3782989,NaN,NaN,0.8268755,NaN,0.3329129
B3galt5,0.3271275,0.3962177,0.3797419,0.5371665,1.012366,1.006464,7.103776,8.570007,11.39637,0.1097205,0.1633953,0.3071582,NaN,0.1480295,0.05281985,0.3148941,0.05512724,0.1578538,0.5047438,0.0589044,0.277115
LOC100503496,0.3271275,0.1698076,NaN,0.1342916,0.1598472,NaN,0.1323685,0.438239,0.1436517,NaN,NaN,0.2303686,0.9217492,0.5921178,0.9507573,NaN,0.1653817,0.1578538,NaN,0.1767132,0.3325379
Olfr287,0.3271275,NaN,0.1424032,0.2685833,0.639389,NaN,0.264737,0.1460797,NaN,NaN,NaN,NaN,0.7681243,0.5921178,0.3169191,NaN,NaN,NaN,NaN,NaN,NaN
Pnmt,0.3271275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tmem56,0.3268121,0.5331663,0.6503584,0.5366485,1.003785,0.226803,1.171276,1.125814,0.9840903,0.09395543,NaN,NaN,2.587179,2.873228,2.804291,1.725753,1.463397,1.351728,2.121809,1.563665,1.708546
1700001G17Rik,0.3267596,NaN,NaN,0.2682812,0.3193349,NaN,NaN,0.2918307,NaN,0.3287912,NaN,NaN,0.3069041,0.2957259,NaN,0.3774478,NaN,NaN,NaN,NaN,NaN
Fhl4,0.3263924,0.2259013,0.4736107,0.2679797,0.2126507,0.211411,0.5282842,0.3886704,0.2866578,NaN,NaN,0.153234,1.124051,1.181574,0.9486208,0.5026983,0.6600403,0.6299962,0.1831307,0.7052644,0.8847751
Gm5169,0.3263924,0.6777039,0.2841664,NaN,NaN,NaN,0.2641421,0.5830056,NaN,0.6568435,0.6521125,1.838807,NaN,0.2953936,0.3162069,NaN,NaN,NaN,0.2746961,0.7052644,NaN
Adamts7,0.3260261,0.7897672,0.09461583,0.2676789,0.6372362,0.4223474,0.3957685,0.1941171,0.09544534,NaN,NaN,NaN,0.1531076,0.1967081,0.3684941,0.3138338,0.6043579,0.3670854,NaN,0.1174121,0.05523638
Ap1g2,0.3260261,0.1128239,0.09461583,0.1784526,0.2124121,0.3167605,0.4397427,0.2911756,0.3817814,3.061829,2.062706,1.377558,NaN,0.1967081,0.210568,0.251067,0.439533,NaN,0.5487756,0.1174121,0.1104728
G630090E17Rik,0.3260261,NaN,NaN,NaN,NaN,0.1583803,NaN,0.1455878,NaN,0.3280531,0.6513807,0.229593,0.1531076,0.5901242,0.157926,NaN,NaN,NaN,NaN,NaN,NaN
Gm2012,0.3260261,NaN,0.2838475,NaN,NaN,NaN,0.2638457,0.5823513,NaN,0.6561063,0.3256903,NaN,NaN,NaN,0.6317041,0.3766006,NaN,NaN,NaN,0.3522364,NaN
Tbx15,0.3257519,0.4227337,0.354511,0.5349076,0.5571127,0.2373706,0.988589,0.7273269,0.2145714,0.2458329,NaN,0.1146999,0.5354259,0.6633313,0.7100694,0.1881419,0.08234312,NaN,NaN,NaN,0.1655698
Gm6121,0.3256606,NaN,0.2835293,NaN,NaN,0.3164054,0.2635499,0.2908492,NaN,0.9830561,0.3253252,0.9173423,0.3058719,NaN,0.315498,NaN,NaN,NaN,0.2740802,0.3518415,NaN
Fam26e,0.3252959,0.6754272,0.1416059,2.003096,0.9537135,0.1580255,1.316274,1.162094,0.4285421,0.1636592,NaN,0.4581575,4.430176,3.827216,6.145321,0.1878786,0.3289115,0.3139399,0.2737733,0.3514476,NaN
Layn,0.3252959,0.3377136,NaN,0.5341589,0.1589523,0.1580255,1.316274,0.7263088,0.1428474,1.800251,1.299844,2.748945,2.291471,3.385614,3.151447,NaN,NaN,0.3139399,0.2737733,0.3514476,0.165338
Rbm46,0.3247504,0.3371473,0.5654737,0.5332631,0.7934285,1.262084,0.1314066,0.5800726,0.2852156,NaN,NaN,NaN,0.1525085,0.1469538,0.1573081,NaN,NaN,NaN,NaN,0.1754291,NaN
Smad9,0.3246899,0.1685422,0.2355702,0.08886063,0.05288538,0.1051541,0.3941465,0.09666076,0.1425813,NaN,NaN,NaN,1.880588,0.9795094,1.415509,NaN,0.1094329,0.1566775,0.2732632,0.1169309,0.22004
Chmp4c,0.324569,NaN,0.2825789,NaN,0.1585971,NaN,NaN,NaN,0.1425282,NaN,NaN,0.2285669,NaN,NaN,0.1572202,0.1874587,NaN,NaN,NaN,NaN,0.3299371
Ispd,0.3239657,0.6726652,0.4700895,0.5319746,0.5276742,0.8393565,1.136106,0.8680065,1.232948,0.10866,0.4315094,0.3041894,1.014267,0.7818597,0.8369492,0.3742206,0.9826994,0.729531,0.8179613,0.5833507,1.317295
9130019P16Rik,0.3237731,0.06722654,0.1691316,0.1063317,0.2531331,0.06291432,0.2620224,0.2313308,NaN,NaN,NaN,NaN,0.06081983,NaN,NaN,0.07479962,NaN,NaN,NaN,0.06996047,NaN
4930523C07Rik,0.3233647,0.1119029,0.04692173,0.08849794,0.4213562,0.1047249,0.5669989,0.3369318,0.1419993,0.05422919,0.05383861,NaN,1.670435,1.951023,2.401765,0.06225438,0.05449312,0.05201268,0.09071597,0.1164537,0.05478547
Gm4340,0.323279,0.3835653,0.3216638,0.6825175,0.8124002,0.9422744,0.03737464,0.2887222,0.6084071,0.4646985,0.3690812,0.6504526,0.4771407,0.1253897,0.6263813,1.97383,0.8405282,0.8468392,0.2332078,0.6985369,1.267556
Ecm2,0.3231249,0.1677298,0.1406608,0.7958908,NaN,0.1569709,0.7844932,0.6493152,0.354735,NaN,NaN,0.1137749,7.814874,6.433601,7.826034,0.09331232,0.3267163,0.07796116,0.2719461,0.2618265,0.2463518
Pde6g,0.3231249,0.6709194,NaN,NaN,NaN,NaN,0.2614977,0.2885845,0.567576,NaN,0.3227921,NaN,NaN,0.2924364,0.939124,NaN,1.306865,0.6236893,0.5438921,0.349102,1.313876
Sirt4,0.3231249,0.8386492,1.547269,0.7958908,0.4736742,0.3139417,1.17674,1.010046,1.277046,1.137969,1.291168,0.9101995,1.972687,2.339491,0.939124,1.492997,1.306865,1.715146,1.76765,2.792816,2.299284
Btbd3,0.3225866,0.3907177,0.3744707,0.8387076,0.6305135,1.149202,0.6961657,0.5762076,0.7082882,0.378691,0.2148363,0.1514472,0.555472,0.4379239,0.3125199,1.117883,0.9241542,0.9339756,1.17647,1.452168,1.63961
Lyl1,0.3225866,1.339604,0.561706,1.456703,0.7881419,1.253675,1.435842,1.728623,0.4249729,8.763992,11.76229,8.405321,2.120893,3.357417,2.031379,NaN,NaN,0.1556626,0.1357465,NaN,NaN
Gm12250,0.3225269,0.2232259,0.09360034,0.1765373,NaN,0.1044536,0.2610138,0.09601684,0.09442095,4.327096,4.832922,2.876965,0.1009762,0.2918952,0.3124621,NaN,0.1087039,0.2075117,NaN,NaN,NaN
Mab21l2,0.3224076,0.334715,NaN,0.08823601,0.5251364,NaN,0.2609173,0.3839253,0.09438602,NaN,NaN,NaN,1.615022,0.3890497,1.041155,NaN,NaN,NaN,NaN,NaN,0.1092466
Lmtk2,0.3222089,0.3716764,0.1870161,0.235151,0.3148877,0.2434848,0.1738377,0.5115849,0.3458688,0.1440943,0.03576412,0.2016932,0.2017533,0.1620041,0.2427865,0.8270917,0.8325748,0.6564726,1.205223,1.508487,1.674083
Gdf9,0.3220502,0.167172,NaN,NaN,0.1573662,0.4693464,0.390942,NaN,0.1414221,0.9721575,0.4825778,0.9071722,NaN,NaN,NaN,0.1860039,0.1628148,0.6216149,0.2710416,0.1739704,NaN
Nostrin,0.3215155,0.6675777,0.2799205,0.5279512,0.785525,0.7809452,0.9106836,0.1435736,NaN,6.308533,8.671979,7.924579,0.7549467,0.2909799,0.1557411,0.7427805,NaN,0.1551457,0.2705916,NaN,NaN
Ccdc141,0.3212869,0.1429507,0.1598408,0.4522078,0.5831179,0.312156,0.6685979,0.3279349,0.4031054,0.1385505,0.04585086,NaN,1.810584,1.370787,1.645235,0.2650901,0.2784496,0.1328875,0.2703992,0.1983521,0.4665724
D630003M21Rik,0.3210417,0.0555495,0.419262,NaN,NaN,0.0519863,0.129906,0.2389367,0.3289515,NaN,NaN,NaN,0.05025562,0.1937007,0.0518372,0.06180717,NaN,NaN,0.04503215,NaN,NaN
3110021N24Rik,0.3206283,NaN,NaN,0.2632472,0.313343,0.3115161,0.389216,0.4295323,0.2815954,NaN,NaN,NaN,0.1505727,0.290177,0.4659341,NaN,0.162096,0.1547176,NaN,0.5196071,0.4888968
Prokr2,0.3204161,0.133059,0.6137193,0.4209167,1.315169,6.2262,0.5186112,0.9729621,0.7316634,0.1289633,0.06401723,NaN,0.2407569,0.6379668,0.434584,2.590842,2.138251,3.092305,3.28993,2.907874,2.214866
Vstm2a,0.3201866,0.4155115,0.487836,0.3286056,0.4693668,0.9332608,0.3238998,0.7149008,0.6327167,0.08054432,0.2398926,NaN,0.5262784,0.6519986,1.008133,8.78406,4.451498,4.712386,16.84207,12.79931,13.18203
Bard1,0.3199221,0.05535577,0.3713776,1.882449,1.146394,0.9324899,0.8630193,0.5238276,0.3746335,0.4292149,0.9587778,0.7509814,0.6510445,0.4343067,0.4649078,0.7390993,0.1617389,0.2058358,0.3141257,0.05760695,0.1084044
Atp8b2,0.3193945,0.3315869,0.3244194,0.2185284,0.3121371,0.2068782,0.1292394,0.09508429,0.2337598,0.3749436,0.1063552,0.2249229,0.3499843,0.337237,0.4125698,0.3689402,0.2691203,0.8219852,0.537613,1.035215,0.5411283
Clec18a,0.3193945,0.1657934,NaN,0.1311171,NaN,NaN,0.1292394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1541222,NaN,NaN,NaN
Ccdc148,0.319219,0.08285116,NaN,0.1965675,0.1559828,0.3876835,0.5812578,0.07127403,0.2102682,0.08030092,NaN,NaN,3.897682,2.96124,3.015259,1.014028,0.4841504,0.5391314,1.208965,1.896851,0.6489971
Cyp2f2,0.319219,NaN,NaN,NaN,NaN,NaN,0.2583368,NaN,0.2803576,NaN,NaN,0.4495986,NaN,0.5778029,0.1546287,NaN,NaN,NaN,NaN,NaN,NaN
Ptafr,0.319219,0.1657023,0.1389605,0.131045,0.1559828,0.4652202,0.645842,0.1425481,0.1401788,2.409028,2.391677,2.023193,NaN,0.1444507,0.1546287,NaN,NaN,0.1540376,NaN,NaN,NaN
A930004D18Rik,0.3189561,0.4966976,0.3471152,0.3273428,0.3896359,0.2324186,1.032496,0.3560767,0.3501584,NaN,0.1593138,NaN,2.246811,2.309308,2.163019,0.6447592,0.4837517,0.8465089,0.2013282,0.6891961,0.486347
F9,0.3188686,0.5517348,0.4626932,0.4363373,0.3116232,0.3098064,0.7741596,0.5695664,NaN,3.315461,4.141022,4.49105,0.4991543,0.2885843,0.5148631,NaN,NaN,0.102579,0.08945464,0.229669,0.3241424
Clcn2,0.3187811,0.9101127,0.6938494,0.7197589,1.246151,1.626037,1.03193,1.352349,0.6299393,0.08019077,0.07961319,0.1122454,1.871315,1.875283,1.621374,1.104695,1.53104,0.8460444,1.810959,2.238658,2.835468
Scn2b,0.3183793,1.256025,0.6652559,0.1045603,0.186687,0.1855986,0.2576572,0.5686924,0.4473922,0.06407176,NaN,NaN,0.299033,0.4033981,NaN,1.47107,1.094521,1.474871,2.679521,3.646133,3.042263
Ica1l,0.3183444,0.8262418,0.2771596,0.196029,0.07777773,0.7732428,0.06440725,0.5686301,0.2795895,0.1601618,NaN,0.2241834,0.7475007,0.8643298,0.5397176,5.332045,5.472005,5.14612,6.095243,6.362837,4.935045
Zfp451,0.3183444,0.9914901,0.4850293,0.7187729,0.7777773,1.08254,1.15933,0.7107877,0.9785632,0.2402428,0.6360331,0.7846418,0.5232505,0.6482474,0.4626151,0.8273863,1.20706,1.305732,0.5358455,0.4299214,0.8090239
Il17rd,0.3180539,0.0733767,0.3076741,0.7253709,0.2762907,0.06866998,0.5147879,0.2840557,0.2482972,0.03555905,NaN,0.04977307,0.7302227,0.9594902,0.8559129,0.1632852,0.1429284,0.03410564,0.1784522,0.1527215,0.2873905
Ccdc38,0.3179089,0.3300446,0.3459755,0.1305072,0.233014,0.2316555,0.2572766,0.2839261,0.4886123,0.07997137,0.2381861,0.2238767,0.1492956,0.07192896,0.3079882,0.09180605,0.1607212,0.5369188,0.06688906,0.08586667,0.1615834
Hyal3,0.3174746,NaN,0.1382012,NaN,NaN,NaN,0.1284626,0.1417691,NaN,NaN,0.3171476,NaN,NaN,0.1436614,0.6151348,NaN,0.3210032,0.1531958,0.2671908,0.1714987,NaN
C030034I22Rik,0.317359,0.7687719,0.7368044,0.6079802,0.2067653,0.7194594,NaN,0.4723916,0.278724,0.2128881,NaN,0.148993,0.794866,0.2872181,0.2049703,1.221963,0.7487347,1.429307,0.6232181,1.028618,1.182895
Otor,0.317128,NaN,0.2761006,1.822613,1.239689,0.6162306,0.2566446,0.8496861,NaN,NaN,0.3168014,NaN,NaN,NaN,NaN,NaN,0.6413055,NaN,NaN,NaN,NaN
Tnnt2,0.3167822,0.6577497,0.8273985,0.390134,0.3095842,0.1538897,0.6409119,0.8487595,0.1391087,0.3187518,0.158228,0.4461665,0.1487665,NaN,NaN,NaN,NaN,0.1528617,NaN,NaN,0.1610107
A630007B06Rik,0.3164371,0.3285166,0.6428311,0.259806,0.2061646,NaN,NaN,0.1884078,NaN,0.3184045,NaN,0.4456805,0.09906963,0.1909225,NaN,0.6092068,0.4266056,0.1017968,0.4438626,0.5697942,0.4288943
Cysltr1,0.3164371,0.2190111,0.09183302,0.346408,0.2061646,0.5124067,0.3414473,0.09420388,0.09263813,4.033124,4.109446,2.971203,0.4953481,0.4773063,0.6131245,0.1218414,NaN,NaN,NaN,0.1139588,NaN
Zfp641,0.316351,0.08210679,NaN,0.06493382,0.1545814,0.2305202,0.1280079,NaN,0.06945968,NaN,NaN,NaN,0.07428199,0.2147294,NaN,0.4567807,0.1599335,0.1526536,0.4659289,0.3417835,0.3215831
4930594C11Rik,0.3163222,NaN,0.1835994,0.08657058,NaN,NaN,0.2559925,0.1883394,0.2778135,0.2121926,NaN,NaN,NaN,0.09542661,0.2043007,0.1217971,NaN,NaN,0.1774806,NaN,0.1071846
Tmem217,0.3160928,0.3281592,NaN,NaN,0.3089105,0.614219,1.790648,1.411521,2.498508,NaN,NaN,0.890391,1.484427,0.8582165,0.3062287,NaN,NaN,NaN,0.2660278,0.683009,NaN
Dgki,0.3158866,0.262356,0.2750197,1.089287,0.6174178,0.4910546,1.380455,1.579872,1.331668,0.0635701,0.06311224,0.177962,0.8307369,0.514594,0.3672347,0.6567986,1.022072,0.8536052,0.6912209,0.8190761,1.348666
Lrrc16b,0.3158866,0.8526571,0.6600473,0.5705788,0.1852254,0.9207273,0.3067679,0.7335118,0.3884032,0.1907103,0.06311224,0.08898101,0.4153685,0.2287084,0.1224116,4.743546,4.216047,4.268026,4.998059,4.368406,3.21111
Pear1,0.3157492,0.131121,NaN,0.2592413,0.06171494,0.06135514,0.1533173,0.1691984,NaN,NaN,NaN,0.08894232,0.3558753,0.2857612,0.1835375,NaN,NaN,0.06094529,NaN,NaN,NaN
Slx,0.3143823,NaN,NaN,NaN,NaN,NaN,0.2544226,0.561553,NaN,1.265348,0.6281171,1.328359,NaN,NaN,0.6091433,0.3631505,NaN,NaN,NaN,0.3396566,0.3195819
Ptchd1,0.3133649,0.2788518,0.1948745,0.4410577,0.3062446,0.08698832,0.3260561,0.6396979,0.4324826,5.495459,4.427311,4.980989,0.5466005,0.4861772,0.6071719,2.637249,3.07795,2.808236,3.7676,4.884899,4.687201
Tac2,0.3133649,0.6506543,NaN,0.2572837,0.6124892,NaN,0.2535992,0.5597357,0.2752162,0.6306264,NaN,NaN,NaN,NaN,NaN,1.447901,2.217935,1.512127,16.08765,7.786819,6.689501
Slc35f3,0.3131397,1.083644,0.4543804,0.5141975,0.5100408,0.2028269,0.7602509,0.4661112,0.5500368,NaN,NaN,NaN,2.647007,1.88933,2.123574,1.446861,1.16094,1.309568,3.513899,2.142656,2.652656
Usp54,0.3130754,0.742918,0.5451446,0.4039294,0.3933793,0.3041779,1.339215,1.198326,0.982007,0.2250157,0.312753,0.1259845,0.8821544,0.6881148,0.6499404,0.206652,0.2261108,0.2158186,0.2634883,0.144962,0.2273239
Sgip1,0.3130272,0.568709,0.5450606,0.321258,0.4588718,0.6082621,0.4433204,0.3494578,0.4811093,NaN,NaN,NaN,NaN,0.07082444,0.0758147,0.9943594,1.028646,0.7552488,0.7903433,0.9300295,0.8750622
Lrrc48,0.3126903,0.1623134,0.2722369,0.2567298,0.4583779,NaN,1.012213,0.418898,NaN,NaN,0.3123682,NaN,9.838606,10.75373,8.482106,0.90299,NaN,NaN,0.9210746,NaN,0.4767928
Gpr126,0.3125941,0.2781659,0.1166371,0.549966,0.6546243,0.1301615,0.9757624,1.076835,0.2745393,0.3594716,0.2676619,0.2515817,1.258283,1.293284,1.946824,0.1031671,NaN,0.08619472,0.03758333,NaN,0.1815795
Fmr1nb,0.3123541,NaN,0.2719442,NaN,0.3052567,NaN,NaN,NaN,0.2743284,NaN,0.6240647,0.4399298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Olfr513,0.3123541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dlx1as,0.3120185,0.7558352,0.9960578,0.2561782,1.423001,3.839913,0.4208494,0.4644423,0.8221012,0.2093057,0.1038991,0.1464857,0.1953725,0.3765132,0.1007605,17.54044,22.29438,21.07882,16.45619,17.07987,16.17613
Kctd14,0.3116838,0.9707454,NaN,0.5971079,NaN,NaN,0.08407956,NaN,0.09124657,NaN,NaN,NaN,1.463722,0.1880546,0.9058718,NaN,0.630296,NaN,0.08743903,NaN,NaN
Alx3,0.3111829,0.6461237,0.2709246,NaN,0.3041122,0.3023392,0.3777501,0.6947978,0.2732998,NaN,NaN,NaN,0.146137,0.1408143,0.150736,NaN,NaN,0.1501598,NaN,NaN,NaN
Zfp389,0.3110164,0.3228889,0.8123387,0.5107108,0.9118481,0.3021773,1.258493,1.666622,0.2731535,0.3129501,NaN,0.4380457,1.16847,0.8444336,1.205243,1.796312,0.9434195,0.3001588,0.5235108,0.6720399,0.6323205
E130215H24Rik,0.3103518,NaN,NaN,0.2548098,0.3032999,0.3015316,NaN,NaN,NaN,NaN,NaN,NaN,0.2914933,NaN,0.6013337,NaN,NaN,0.5990349,0.2611961,NaN,0.3154847
Gm16701,0.3103518,0.644398,0.810603,0.5096195,NaN,0.904595,NaN,0.5543536,NaN,NaN,NaN,NaN,NaN,0.2808764,0.3006669,2.867958,4.079416,5.391314,4.962726,4.358926,1.577424
Olfr937,0.3103518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AI593442,0.3102965,0.590593,0.1801019,0.5944503,0.5559508,0.452217,0.4185267,0.508067,0.4542023,0.3122258,0.2066513,NaN,0.2914414,0.5616528,0.4008178,5.197248,5.176798,7.336871,12.62223,15.81226,19.45143
Adamtsl5,0.3101309,0.7512625,0.2700087,0.5092568,0.9092521,0.200878,1.505892,0.5539591,0.2723759,1.872355,1.962139,1.601595,1.165143,0.561353,0.5007548,NaN,0.104526,NaN,0.2610102,0.2233756,NaN
Gm996,0.3100868,0.1931543,0.2159762,0.2545922,0.3636491,0.1807645,0.5520818,0.6092682,0.7625439,0.2496118,0.06195348,0.08734728,0.1164978,0.1683819,0.1802461,1.790943,1.191426,1.137194,3.079482,1.206056,1.702163
Rtn4r,0.3100206,0.3218551,0.1349563,0.1272689,NaN,0.4518148,0.2508927,0.1384405,0.272279,0.3119481,NaN,NaN,0.4367733,0.1402883,NaN,8.057524,5.95586,7.479945,6.914309,6.028995,4.569646
Usp13,0.3099544,0.2574292,0.647652,0.3053802,0.1817469,0.4216038,0.4515105,0.4982794,0.5444418,NaN,NaN,NaN,0.05822402,0.1122067,0.1801691,0.5728572,0.8775184,0.4786143,1.043447,1.004618,1.134291
Ccno,0.3096901,0.160756,0.1348124,0.3813997,0.3026532,0.1504444,0.7518757,0.4148787,0.4079831,NaN,NaN,NaN,12.79836,13.7336,13.35115,0.5365956,0.3131321,1.793273,0.2606392,0.5018806,1.259248
4933439C10Rik,0.309525,0.3213407,0.8084437,0.6353275,0.302492,0.751821,0.7514751,0.5528769,0.4077657,0.7786238,0.9276189,0.8718906,2.471093,2.241026,2.099061,1.787699,1.251861,0.8961588,1.302501,0.836022,0.6292887
Cacna1c,0.3090311,0.3529107,0.4842921,0.1776078,0.2416074,0.6305219,0.250092,0.4691955,0.488538,NaN,0.03087129,NaN,0.1741517,0.02796812,0.08981623,0.7853324,0.4374522,0.4473644,0.4941607,0.5675878,0.9738409
4933439K11Rik,0.3087027,NaN,0.2687653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Papolg,0.3087027,1.281948,0.6719132,0.3801838,0.1508442,0.3749118,0.8119352,0.8271121,0.8811451,0.5435886,0.385481,0.1086968,0.7248612,0.8381519,0.5981385,1.42636,0.9364015,0.9682594,1.558849,0.8338009,1.88285
Ppara,0.3087027,0.1201826,0.03359566,0.1900919,0.2262663,0.03749118,0.1873697,0.034463,0.2711216,NaN,0.0385481,0.05434839,0.1449722,0.209538,0.2616856,0.04457374,0.07803345,NaN,NaN,0.04169004,NaN
Olfr143,0.308375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Klra2,0.308048,0.3198073,0.1340976,0.1264591,0.3010485,0.1496467,0.6232409,0.2751193,0.5410931,2.169743,2.461846,1.301595,0.7233238,0.1393957,0.4476525,0.5337504,0.4672077,0.1486471,0.2592572,0.332813,0.7828571
Rem2,0.3078848,0.1598189,NaN,0.1263921,0.300889,1.046972,NaN,0.1374867,NaN,0.309799,0.1537838,NaN,NaN,0.1393218,0.1491384,1.956048,1.245227,2.971365,2.979878,1.99582,2.97328
Aff1,0.3077217,0.3904615,0.2083753,0.5053007,0.4678016,0.1993175,0.2490323,0.2442914,0.54052,0.9289047,1.161307,0.3852492,0.8670691,0.8973764,1.192475,NaN,0.103714,0.06599537,0.08632752,0.03694005,0.03475679
Il2,0.3070711,NaN,NaN,NaN,0.6001875,0.2983442,NaN,0.5484936,NaN,NaN,NaN,NaN,0.288412,0.8337219,0.2974886,0.7094104,NaN,0.5927026,0.258435,0.9952727,NaN
Cma2,0.3067468,NaN,NaN,NaN,NaN,NaN,NaN,0.2739572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Fgf21,0.3067468,NaN,0.5341249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2776138,NaN,NaN,NaN,NaN,NaN,NaN,0.3118202
Lrrc8b,0.3067468,0.1061521,0.08902081,NaN,0.1998513,0.1986861,0.1654956,0.1826382,0.1796025,0.1028847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2209382,NaN
Nup160,0.3066389,0.5836314,0.2669685,0.4196023,0.3496166,0.2482702,0.372234,0.3651478,0.4039635,0.4113939,0.1531616,0.4318804,0.09600202,0.1850108,0.09902328,0.2361373,0.4650706,0.1972895,0.2580713,0.1104302,0.1039035
Arid3b,0.3065041,0.5568578,0.600415,1.195341,0.898619,0.8189316,0.4340821,0.6843511,0.201893,1.233639,1.07166,0.863381,0.3598493,0.5547884,0.1484696,1.062151,0.9297323,0.4437062,1.031831,1.159007,0.9347202
Glyctk,0.3064233,0.1908723,0.3201369,0.05031687,0.2994607,0.5358866,0.3471741,0.5473365,0.3229435,0.06166569,0.1224431,0.258946,0.2302428,0.4437136,0.4749775,0.3539568,0.3098291,0.4731618,0.3610457,0.2648461,0.249193
Bmper,0.3063425,0.2385275,0.2667104,0.5659155,0.6736089,0.7440907,0.9296855,0.4787931,0.7398838,0.1541236,NaN,NaN,0.863183,0.8317437,0.667761,0.8846589,0.2323105,0.4434722,1.289109,0.2482278,0.6228182
Wdr62,0.3061649,0.1271409,0.3198669,1.206587,0.7779413,0.5949275,0.3468814,0.65625,0.7528996,0.5545232,0.6728691,1.207396,0.6901461,0.2216697,0.2966107,0.07073168,0.1857407,0.2363814,0.4122758,0.1323114,0.1867372
2500004C02Rik,0.3061004,0.6355706,0.7994988,0.8796173,1.047008,1.040904,0.6193005,0.8201396,0.4032541,0.1540018,0.1528926,0.4311219,1.725002,1.108115,1.186193,1.237544,0.6190051,0.7385362,0.6440451,0.1653544,0.4667445
Nckap5,0.3060601,0.6752048,0.3996968,3.926346,2.280681,2.155874,1.021711,1.571727,1.209603,0.1154861,0.03821811,0.05388314,1.14985,0.9694731,1.037782,3.181836,2.862522,3.581429,1.384515,1.074662,1.166708
Six1,0.3058855,0.5292704,NaN,0.4185713,0.2989351,NaN,0.4125772,0.7285012,0.08954911,0.1025958,0.1018568,0.1436064,0.1915323,0.1845562,0.19756,NaN,0.1030951,NaN,NaN,NaN,NaN
A530064D06Rik,0.3057782,0.3174508,NaN,0.1255273,0.4482453,0.297088,0.1237297,0.4096381,NaN,1.384557,1.069121,0.6460021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Perp,0.3057782,0.3174508,0.2662191,0.2510547,1.643566,0.445632,1.113567,1.228914,0.8056592,NaN,0.1527316,NaN,1.579587,4.012689,3.406714,0.7064234,1.545884,1.918173,1.544081,1.651803,2.486684
0610039K10Rik,0.3054566,NaN,0.2659391,NaN,NaN,NaN,NaN,NaN,0.2682707,NaN,NaN,NaN,NaN,0.5528924,0.2959245,NaN,NaN,NaN,NaN,NaN,NaN
Krtap4-16,0.3054566,0.317117,0.5318783,NaN,0.298516,NaN,0.4943984,NaN,0.2682707,NaN,NaN,NaN,0.2868956,0.2764462,NaN,NaN,NaN,NaN,NaN,0.3300133,NaN
Lpcat4,0.3054566,0.4756755,1.063757,0.6269767,0.597032,0.2967756,0.8651973,1.364025,1.609624,0.4610337,0.4577131,0.4302152,0.1434478,0.2764462,0.1479622,1.411361,1.080981,0.736983,1.156843,1.320053,1.552543
Egf,0.3053282,0.06339673,0.3721583,0.4010964,0.0596781,0.5339715,0.1482572,0.2726902,0.1608947,NaN,NaN,NaN,NaN,0.05526599,0.2366401,0.2821535,0.1234887,0.1178677,0.1541809,0.1979247,0.1241512
