GeneName,RPKM          Oligodendrocytes div1                  1,RPKM          Oligodendrocytes div1                    2,RPKM          Oligodendrocytes div1                    3,RPKM          Oligodendrocytes div2.5                    1,RPKM          Oligodendrocytes div2.5                    2,RPKM          Oligodendrocytes div2.5                    3,RPKM          Oligodendrocytes div4                    1,RPKM          Oligodendrocytes div4                    2,RPKM          Oligodendrocytes div4                    3,RPKM          adult microglia 1,RPKM          adult microglia 2,RPKM          adult microglia 3,RPKM          Astrocytes 1,RPKM          Astrocytes 2,RPKM          Astrocytes 3,RPKM          cortical neurons div05                  1,RPKM          cortical neurons div05                  2,RPKM          cortical neurons div05                  3,RPKM          cortical neurons div10                  1,RPKM          cortical neurons div10                  2,RPKM          cortical neurons div10                  3
Sorcs2,0.3554317,0.05271425,0.1326209,0.4168886,0.4466,0.3946633,0.9862044,0.5441793,0.3121618,0.05109166,0.05072366,0.07151454,0.8584303,0.8271641,1.820083,0.3519152,0.3080419,0.6860473,1.111076,0.9325861,0.9806992
Tnfaip3,0.3553385,0.2459354,0.1546839,0.2431212,0.05787741,0.11508,0.3354955,0.1586774,0.2600667,1.251417,1.774863,1.835059,0.05562441,0.2143937,0.1147499,0.06841001,NaN,0.1143112,0.04984292,0.1279685,NaN
Hnmt,0.3546878,0.5523411,0.1544006,0.4368168,0.5199427,0.1723038,0.2870409,0.9503205,0.3115084,4.818055,4.606192,2.997324,2.331947,1.444507,2.577144,0.8194166,1.07589,2.053834,2.686588,1.532809,1.983047
Wfdc3,0.3542552,0.3677784,NaN,NaN,NaN,NaN,0.2866908,0.3163872,0.6222571,NaN,NaN,NaN,1.663645,1.603051,0.3432002,NaN,0.7163852,0.3418882,0.5962915,1.148205,0.7202286
Ccdc14,0.3536514,0.1468606,0.4926382,0.4065044,0.3456157,0.4123209,0.2289617,0.2526783,0.4969572,0.4270203,0.4239446,0.2988566,0.4650266,0.2560509,0.2740922,0.2451067,0.1430328,0.0682611,0.2381101,0.3056661,0.6471009
Itga11,0.3530354,0.06108532,0.05122709,0.1932363,0.2875113,0.2858351,0.52379,0.6831451,0.4134096,NaN,0.05877863,NaN,0.4973749,0.5325103,0.6840369,0.2038998,0.0594932,NaN,0.09903971,0.06356951,0.1196247
C87198,0.3529639,NaN,0.3073003,0.2897958,0.6898875,2.057596,0.5712915,0.9457017,0.9299833,NaN,1.057801,0.497126,0.9945483,1.277766,0.3419492,2.854019,1.784435,1.70321,1.782354,1.906699,1.435206
Hmgcs2,0.3527496,0.2746614,0.07677843,0.1448099,0.2585507,NaN,0.4282085,0.1575212,0.07745155,0.08873568,NaN,NaN,0.9111157,1.037554,1.708708,0.1018674,0.08916756,NaN,0.07421965,0.09527706,0.08964593
Blm,0.352393,0.4877934,0.4602048,0.9162024,0.631374,0.7418191,0.5703675,0.367178,0.2063287,0.2363893,0.176015,0.4963219,0.3861432,0.3189248,0.3413961,0.2713717,0.3563097,0.3967728,0.3460082,0.1903615,0.4179248
Fam184b,0.352279,0.4388721,0.613408,0.3470802,0.4819843,0.4107208,0.1140366,0.3775467,0.1856358,NaN,0.07038324,0.2976968,NaN,0.06376433,NaN,0.7324666,0.4274333,0.2719848,1.18593,0.9895597,0.931074
Prkch,0.3521082,0.2741621,0.07663883,0.2168199,0.1720538,0.256576,0.213715,0.1572348,0.1546215,4.428718,3.869201,3.223485,0.2480343,0.2390003,0.1705601,1.321868,1.246076,1.189357,0.3704235,0.4755192,0.4474147
Mnda,0.3518949,0.730656,0.1531848,0.1444591,0.1719496,0.1709471,0.1423904,0.1571396,NaN,3.186745,3.515325,2.725912,0.1652561,0.3184741,0.1704568,NaN,NaN,NaN,NaN,NaN,NaN
Rph3a,0.3517671,0.4382343,0.183755,0.4621011,0.3437742,0.8202479,0.6832254,0.5026641,0.6178867,0.2123725,0.1405619,0.1981761,0.2643136,0.06367167,0.2044739,20.23546,21.41175,21.31978,20.96046,21.81469,23.81516
Gm2518,0.3516819,NaN,0.4082456,0.09624775,NaN,0.3416872,0.09486943,0.2093927,NaN,NaN,0.2342132,NaN,0.220208,0.3182813,0.2271382,NaN,0.1185302,0.1131349,0.09866002,0.2533032,NaN
Il20rb,0.3516819,0.851916,0.8164911,0.2887433,0.5728182,0.5694786,0.2846083,0.2093927,0.2059124,0.8256931,1.522385,2.476602,NaN,0.3182813,0.2271382,0.1354121,0.2370605,NaN,0.2959801,0.1266516,0.3574984
Serpina3k,0.3516819,0.3651069,0.3061842,0.5774865,1.031073,0.5125308,0.5692166,0.4711335,0.7721713,0.1769342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ccdc88b,0.3514692,0.6081433,0.1529995,0.3366634,0.343483,0.1707402,0.1422181,0.104633,0.05144694,3.006062,2.516268,2.722614,0.1100374,0.2650739,0.2837509,0.06766507,0.05922927,0.05653324,0.1479005,0.06328749,0.05954703
Ankrd52,0.3513098,0.4559006,0.3823252,0.2884377,0.3004113,0.0426657,0.3198455,0.3137566,0.3085417,0.353494,0.175474,0.1236991,0.1649812,0.2384583,0.12763,0.1014516,0.0888036,0.1271421,0.1478334,0.2372205,0.13392
Trnp1,0.3512567,0.7293307,1.223256,0.7209853,0.1716377,0.8531851,0.4263963,0.9411275,0.9254851,0.1767203,NaN,NaN,0.3299126,0.3178964,0.1701476,4.260323,3.374027,3.898435,9.755531,7.210412,7.676922
Prkd2,0.3509172,0.7286259,0.7332441,0.6338539,1.09742,0.3409442,0.5679789,0.3760872,0.8629513,0.5649584,0.420667,0.4942434,1.120619,1.651464,1.631839,0.08107057,0.2128905,0.1354667,0.1772019,0.3033029,0.2853768
Atg4c,0.3505149,0.09097383,0.3814602,0.7194629,0.8563762,0.5108301,0.4964119,0.3913084,0.84657,0.3526942,0.4376925,0.3702576,0.41152,0.2379188,0.2546825,1.214665,0.4430135,0.1691393,1.40124,1.041409,0.3563122
Ptgs2,0.3504092,0.2910285,0.06101523,NaN,0.1369789,0.1361803,0.1134313,0.1877714,0.1231003,0.1410352,0.1400193,0.09870559,0.06582334,NaN,0.06789485,NaN,NaN,0.06763531,0.1179636,0.07571596,NaN
Pds5a,0.3503247,0.2909583,0.2440021,0.5177321,0.2054188,0.3403686,0.28351,0.1251507,0.2461413,0.6345051,0.4899495,0.09868179,0.1316149,0.1902318,0.2036354,0.2428011,0.1416874,0.202857,0.2358703,0.3027908,0.284895
Gm13710,0.3499871,0.7266946,0.3047086,0.5747035,0.3420346,NaN,NaN,0.3125753,NaN,2.465142,3.845893,0.4929333,0.3287202,NaN,NaN,NaN,0.353877,NaN,NaN,NaN,NaN
Met,0.3493557,0.3173553,0.266139,0.5736668,0.5974808,0.5091406,1.236925,1.209044,0.7670637,0.1318229,0.2181224,0.123011,1.968763,1.541358,1.903802,10.39139,8.610192,7.796819,9.960005,7.737552,8.301251
S1pr5,0.3492857,0.2417461,0.5068299,2.007431,3.299709,2.941112,9.516526,12.37397,17.48555,NaN,NaN,0.1639818,0.1093538,0.1053709,0.2255905,1.210405,0.4708905,0.3370922,0.4899389,0.2515773,0.8284793
Ppp1r42,0.3487266,0.1810194,NaN,0.2863168,NaN,0.1694079,0.5644333,NaN,NaN,NaN,NaN,0.245579,4.094204,4.891903,4.560896,NaN,0.3526026,NaN,NaN,0.9419047,0.7089885
Galnt6,0.3482488,0.3615427,0.2598816,0.2450782,0.1944776,0.1450078,0.28183,0.266591,0.2184667,2.052425,1.888547,2.242218,0.09345359,NaN,0.09639465,0.05746722,0.1006056,NaN,NaN,0.1074988,0.05057265
Uts2d,0.3478913,0.3611715,0.302884,0.2856311,NaN,0.3380043,0.5630814,0.3107036,0.3055394,0.7001086,0.347533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2927898,NaN,NaN
Asxl3,0.3476831,0.3867379,0.5405406,0.6524803,0.679566,0.8927626,0.4421563,0.532316,0.5016572,0.02498892,NaN,0.03497775,0.09330179,0.06742763,NaN,2.725259,2.36039,1.749631,2.466323,2.119652,2.322563
Reln,0.3476534,0.3609246,0.4540153,0.6524245,0.8251168,0.9891929,0.7234666,0.9536512,0.9159914,0.1249339,0.07442044,0.06994951,0.2099111,0.2022656,0.3608619,8.37587,7.708275,6.782235,13.79351,15.34604,17.44298
Nr4a2,0.3471637,0.3604162,0.4533758,0.9976179,1.272283,2.698379,0.9130936,0.6201075,0.5335757,0.2619916,0.2601047,NaN,0.4075855,0.3141922,1.177155,10.12568,11.58374,15.07699,6.647038,8.53292,8.999091
Onecut2,0.347086,0.2927726,0.2266371,0.3384017,0.4027993,0.2739927,0.7373334,1.046197,1.105016,0.02182775,0.02167053,NaN,0.02037471,NaN,0.04203184,0.2756375,0.2412738,0.4187116,0.4929391,0.281242,0.5512913
Nxph4,0.3468529,0.3600934,0.3019798,0.1423892,0.3389716,0.1684977,0.1403501,0.3097761,0.1523137,NaN,NaN,NaN,0.4886646,0.6278217,0.8400722,5.809542,4.909912,4.68642,3.794906,5.621063,4.583663
Lace1,0.3467838,1.32008,0.9057593,1.898145,1.242649,0.6738566,2.151607,1.238858,2.131967,0.8141932,2.07856,0.9768436,3.691398,3.452332,3.023658,1.735839,1.168794,1.673388,1.751147,1.998202,2.115116
Pak6,0.3463979,0.3596211,0.241267,0.2844049,0.4739377,1.413524,0.4485313,0.3093698,0.2433822,0.06971031,0.1384165,0.2927269,0.4554887,0.4388987,0.4027057,8.082676,9.876992,6.351799,14.05189,16.76622,14.78933
E330033B04Rik,0.3462327,0.4043809,0.4898399,0.319803,0.1691828,0.6307366,0.2801984,0.2705695,0.3040827,0.3483854,0.3026416,0.3657342,0.5284402,0.3525183,0.5031422,0.5499198,0.3938411,0.3341458,0.8741819,0.6078597,0.7479131
Ercc6l,0.3459853,0.5028699,0.06024491,1.59077,0.8791218,0.4706135,0.9519938,0.8034034,0.7900501,0.8355275,1.520768,1.364432,0.2599693,0.3131257,0.3351884,NaN,0.1399323,0.0667814,0.1164743,0.07476004,0.07034152
Plch2,0.345703,0.410171,0.1719878,1.459719,1.592711,1.583426,1.678618,2.161244,1.865079,0.09938639,NaN,0.1391141,0.0463852,0.04469573,0.09568996,4.107392,4.893634,3.526994,4.779861,4.428586,4.066438
Itga10,0.3455463,0.239158,0.2005616,0.2837057,0.2251298,0.2797716,0.1398215,0.05143487,0.2023199,0.1158982,0.1150635,0.08111314,0.2163662,0.260607,0.2231754,NaN,0.2911558,0.2223222,0.3392856,0.2488839,0.2927178
Pip5k1b,0.3449991,NaN,0.300366,0.6609318,0.67432,0.2234629,2.233601,2.567671,2.019995,NaN,0.1148813,NaN,0.3240353,0.5203886,0.668466,0.2656778,0.1162779,0.3329553,0.5807115,1.118204,0.7014102
Gja4,0.3445899,0.178872,NaN,0.1414602,NaN,0.1673983,0.1394344,0.307755,NaN,NaN,NaN,NaN,0.1618255,0.1559314,0.3338365,0.398044,0.3484198,0.3325603,0.7250283,0.5584389,NaN
Prss53,0.3443176,0.2383076,0.09992419,0.2826969,0.1121646,0.2230214,0.3715314,0.3075118,0.3024007,0.2309722,NaN,NaN,0.1077984,NaN,0.2223818,NaN,0.1160482,NaN,0.1931881,0.3719984,0.1166708
Psors1c2,0.3441816,0.3573202,0.2996542,NaN,0.3363611,NaN,0.5570769,0.3073904,0.3022813,NaN,NaN,NaN,1.939605,0.9344798,0.333441,0.3975724,NaN,NaN,0.2896677,NaN,0.349874
Casc1,0.3439099,NaN,0.09980589,0.1882415,0.3360956,NaN,0.2783186,0.1023826,0.2013618,NaN,NaN,0.3229161,4.19916,3.942467,3.109659,NaN,NaN,0.2212694,0.09647969,0.1238527,NaN
Serinc4,0.3439099,0.2380255,0.09980589,NaN,0.2240637,0.4455148,0.2783186,0.2047652,0.1006809,0.2306988,NaN,NaN,0.3230123,0.3112474,0.3331778,0.6620977,0.4636431,0.3319041,0.2894391,0.4954107,NaN
Coro2a,0.3437743,0.07137947,0.2394397,0.3951511,NaN,0.1336017,0.6120594,0.184216,0.06038471,2.006288,2.953414,2.711425,0.06457698,NaN,0.1332185,2.859134,1.877014,2.056994,2.546059,3.268421,2.236544
Zfp54,0.3436387,0.4756755,0.09972718,0.0940465,0.1119435,NaN,0.2780991,NaN,0.1006015,NaN,0.1144283,0.1613307,0.3227576,0.2073346,0.1109717,0.2646302,0.1158194,0.2210949,0.3856144,0.123755,0.4657629
Grin1,0.3433679,1.140722,1.135994,0.1691503,0.3355659,0.8673847,0.722488,0.9199911,0.8443867,0.06910056,0.1372057,0.09672214,0.3225032,0.1864541,0.2661222,4.680264,4.65227,4.241677,8.958469,6.009753,7.399795
Adamts15,0.3430204,0.1017471,0.04266331,0.321865,0.1915578,0.2856615,0.4758835,0.3938828,0.129112,0.04930758,0.09790489,0.06901732,0.8284547,0.8869781,0.8545269,1.471715,1.436879,0.9458446,2.969387,3.123603,3.188056
Fam20a,0.3429625,NaN,NaN,0.1877229,0.4468929,NaN,0.2775519,0.5105028,0.1004035,NaN,NaN,NaN,1.610612,2.586583,2.65808,NaN,NaN,NaN,NaN,NaN,0.3486348
Klk1b24,0.3429625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6645199,NaN,NaN,NaN,NaN,NaN,NaN
Amigo3,0.3426928,0.7115492,0.6961687,0.6565134,0.6698121,0.443938,0.2773336,0.6121215,1.10357,0.1149412,0.1141133,0.3217732,0.3218691,0.103382,0.6639973,NaN,0.5775028,0.2204863,0.3845529,0.2468287,0.4644808
Hook1,0.3426389,0.2134312,0.1193244,0.2250549,NaN,0.2663209,0.055458,0.06120252,0.3009264,NaN,NaN,NaN,NaN,0.06201942,NaN,0.6332647,0.4850261,0.264542,0.6920864,0.2961478,1.18424
Fam71e1,0.3421546,2.131295,2.383116,1.404605,2.006281,1.662153,1.661389,2.750221,1.803006,NaN,0.3418022,0.4819019,3.213637,3.715906,6.298068,0.790462,1.037873,0.9906301,1.151847,0.3696615,0.3478135
Tnfsf13b,0.3421546,NaN,NaN,0.4213815,0.3343801,0.3324307,0.5537962,0.3055801,NaN,1.032846,1.53811,0.4819019,0.3213637,0.3096588,0.4972159,NaN,NaN,0.3302101,NaN,NaN,NaN
Gcnt4,0.3420874,0.118382,NaN,0.5149208,0.2228763,0.3877596,0.4614062,0.6110402,0.3004421,0.1721072,0.1139117,NaN,0.8032514,0.5675964,0.7732951,NaN,0.1152965,NaN,0.04798421,0.1231963,0.1159151
Tfdp1,0.3417521,0.3547979,0.8926169,0.4208858,0.5009801,0.4980593,0.4148585,0.9156618,0.4502213,0.1719384,NaN,0.2406674,0.1604928,NaN,NaN,NaN,0.1727753,NaN,NaN,0.3692267,0.1737022
Mlkl,0.3413505,1.417524,0.1485947,0.4203912,0.3335943,0.4974741,0.6906183,0.152431,0.2997948,5.323829,7.160978,3.125,0.3206084,NaN,0.1653491,NaN,NaN,0.329434,0.1436425,NaN,NaN
Pla2g2e,0.3413505,0.354381,NaN,0.8407824,0.6671885,NaN,0.2762473,0.3048619,NaN,0.6869456,NaN,0.9615386,0.3206084,0.3089311,0.3306982,NaN,NaN,NaN,NaN,NaN,NaN
Sdk1,0.3412302,0.1062768,0.2970846,0.1961134,0.300129,0.2320728,0.5522999,0.3657054,0.1498446,0.06867035,0.1704394,0.2883599,0.2884459,0.3088222,0.4628143,0.3941632,0.4140274,0.5927722,0.6030859,0.4055291,0.6590603
Fosl1,0.3407499,1.061272,0.2966664,0.5595353,1.332029,0.1655329,NaN,0.4564883,0.1496337,0.3428684,0.6807979,0.2399617,0.1600221,0.3083875,0.4951745,NaN,NaN,NaN,NaN,NaN,0.1731928
Pldi,0.3405501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2990919,NaN,0.3401994,NaN,NaN,NaN,NaN,0.3933776,NaN,NaN,NaN,NaN,NaN
A930016O22Rik,0.3404171,0.942432,0.6915457,0.1863296,0.8871523,0.1102475,0.3673226,0.8107421,0.1993167,0.3425336,0.453422,0.3196365,0.426309,0.4107817,0.1099313,0.7864479,0.4589343,0.5475553,0.3819993,0.6129739,1.038142
Gsta2,0.3397535,NaN,NaN,NaN,0.3320336,0.6601956,NaN,NaN,NaN,NaN,0.6788073,0.4785201,NaN,0.3074858,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Col2a1,0.339555,0.2350113,0.1478131,0.5111088,0.4977593,NaN,0.2747942,0.2021722,0.09940597,NaN,NaN,NaN,0.5846903,0.2560884,0.3837852,0.1307427,0.2861075,NaN,0.1905159,NaN,0.05752848
Psca,0.3393566,NaN,0.2954534,0.5572475,0.3316457,0.3297122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3071266,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cd33,0.3389606,0.5864999,0.09836955,0.3710649,0.772937,0.2195516,1.005815,0.3027275,0.4961599,1.477962,3.047504,3.978361,1.485698,2.658658,1.422993,NaN,0.1142427,NaN,NaN,NaN,NaN
5730422E09Rik,0.338763,0.3516948,NaN,0.1390682,0.1655328,0.3291354,0.41123,0.4538265,NaN,0.1704346,0.1692071,0.2385625,0.6363562,0.459884,0.9845744,NaN,0.5137923,0.1634684,0.1425537,0.1829986,0.1721829
1700003M02Rik,0.3385656,NaN,0.1473824,NaN,0.1654363,0.1644718,0.2739936,NaN,NaN,NaN,0.1691085,NaN,0.4769891,0.6128213,0.6560004,0.1955426,NaN,0.1633732,NaN,0.548676,NaN
Epyc,0.3371901,1.225216,NaN,1.245802,0.4942926,0.3276072,4.638967,3.914901,1.184564,NaN,NaN,0.2374548,1.900205,1.06808,1.143337,0.1947482,NaN,0.1627094,NaN,NaN,NaN
Atp4a,0.3370923,0.3499603,0.440223,0.3459558,0.2470746,0.2456341,0.2046009,0.526853,0.296055,NaN,NaN,NaN,NaN,0.07626931,0.08164322,0.2920375,0.2556292,0.73198,0.1418506,0.5462884,0.685335
Fancm,0.3362577,0.2327292,0.4228689,0.3987814,0.2921042,0.508202,0.2721258,0.1334727,0.2296949,0.2631598,0.2985879,0.1578655,NaN,0.1352542,0.2895683,0.3021039,0.3777723,0.324519,0.2201102,0.2825593,0.379799
Dcdc2b,0.3362144,NaN,0.2927178,0.2760439,0.3285749,0.3266593,NaN,NaN,NaN,NaN,0.3358682,NaN,NaN,0.3042828,0.6514449,NaN,NaN,NaN,0.2829624,NaN,0.6835502
Xpo4,0.3362144,0.2617867,0.3658972,0.2070329,0.6571498,0.3266593,0.5441816,0.2252062,0.369105,0.2537286,0.7557034,0.7103032,0.3947305,0.1521414,0.08143061,0.09709233,0.08498783,0.1622386,0.4244436,NaN,0.2563313
Prdm16,0.335593,0.1045211,0.1168707,0.5510674,0.3935611,0.09781665,0.380223,0.3896358,0.324212,NaN,0.1340989,NaN,2.017285,1.548974,2.665987,0.3488863,0.2035938,0.2267142,0.3106833,0.2900579,0.307029
Col8a2,0.3353605,NaN,0.05839486,0.6057542,0.3932885,0.06516592,0.3256797,0.4792196,0.1178136,0.06748912,0.06700303,0.09446656,8.378531,7.830557,10.00677,NaN,0.06781758,0.06473062,NaN,NaN,0.1363628
Rassf8,0.3352444,NaN,0.1459366,0.1376237,NaN,NaN,NaN,NaN,0.1472161,NaN,0.1674496,NaN,0.1574367,0.1517024,0.1623913,NaN,NaN,NaN,NaN,NaN,NaN
Matk,0.3350511,0.8696028,0.1458524,0.2750888,0.6548759,NaN,0.406724,NaN,0.4413934,1.17997,0.502059,NaN,0.3146918,0.4548448,0.8114884,5.805382,4.404075,5.820381,8.459499,5.429804,3.916814
Alx4,0.3349867,0.2318495,NaN,0.09167863,0.2728125,0.1084888,0.3162801,0.1495892,0.34324,NaN,NaN,NaN,0.2097542,0.252643,0.324533,NaN,NaN,NaN,NaN,0.06031956,NaN
1700028P14Rik,0.3346651,NaN,NaN,NaN,0.3270607,0.3251539,0.5416739,NaN,NaN,NaN,NaN,NaN,3.143292,5.45185,5.835985,NaN,1.015154,0.9689459,0.5633169,0.3615699,1.0206
1700108F19Rik,0.3346651,NaN,NaN,0.2747718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3028806,NaN,NaN,NaN,NaN,NaN,NaN,0.3402001
Cyp2e1,0.3346651,1.737202,0.728422,0.6869295,NaN,1.138039,0.5416739,1.046119,1.028731,1.010237,0.1671602,0.4713533,0.6286584,0.6057611,0.3242214,0.5798694,1.184347,0.4844729,0.9858046,1.08471,0.3402001
Inpp5j,0.3345687,0.08683509,0.1456425,0.1373464,0.2452249,0.5688555,0.7445871,1.344623,1.395734,0.6732977,0.7520043,0.8246308,0.471358,0.227095,0.324128,1.932341,1.268577,1.614445,3.871689,3.614658,4.081226
Sytl2,0.334328,0.2603179,0.2183065,0.9607329,0.9801941,0.5684463,2.096873,2.239426,2.128798,0.04205083,0.04174796,NaN,1.295302,1.059014,0.7692504,0.1930951,0.2112775,0.08066417,0.2462029,0.4966579,0.2124109
Ppp1r17,0.3342799,NaN,0.2910335,0.686139,1.143395,0.4871697,3.111041,2.239104,2.34868,NaN,NaN,NaN,NaN,NaN,0.1619242,0.1930674,0.1689977,0.3226103,0.4220015,0.7223076,0.8495216
Skint7,0.3342799,NaN,0.09701117,0.1829704,0.1088948,0.1082599,0.1803502,NaN,NaN,0.1121194,NaN,NaN,NaN,0.100844,0.1079494,0.3861347,0.2253302,0.2150735,0.2813343,0.1203846,0.1132695
Gm10516,0.33364,0.2309175,0.2904764,0.1826202,0.2173727,0.2161054,0.3600099,0.2979757,0.09767435,0.1119048,NaN,0.1566366,0.5222775,0.2013019,0.7541996,0.2569304,0.3373483,0.3219927,0.3743944,0.1201542,1.356633
Tmem81,0.3335124,0.1731218,0.2903652,0.6845636,0.4889013,0.648068,0.1349521,0.5957233,0.2929109,0.5033789,0.3331689,0.4697298,0.1566233,0.1509187,0.1615523,0.5778722,0.1686096,0.1609347,0.2806883,0.5404868,0.1695142
Slc45a3,0.333321,0.6920901,0.217649,0.2052512,0.2443104,0.7286582,3.304428,3.125753,4.244771,1.50927,1.248667,1.173651,0.07826671,NaN,0.1614597,0.1925135,NaN,0.1608424,0.1402636,0.1800589,NaN
Zfp458,0.3331299,0.1729233,0.2900323,NaN,0.08139011,0.4854936,0.06739864,0.3719001,0.2194313,0.1676005,0.2495901,NaN,0.1564437,0.1507456,0.2420506,0.2886047,0.08420812,0.3215004,0.2803664,0.08997782,NaN
Zfp14,0.3328436,0.5183241,0.4346745,0.2732764,0.6505614,0.8893067,0.3367036,0.5202127,1.096213,0.4186413,0.1662504,0.234394,0.6252369,0.6024642,1.128599,0.4805945,1.009629,0.160612,0.560251,0.6293035,0.7612842
2700070H01Rik,0.3327483,0.3454505,NaN,0.2731981,NaN,0.3232917,0.4039286,NaN,0.1461199,NaN,NaN,NaN,0.1562645,NaN,NaN,0.1921828,0.1682233,NaN,0.1400226,NaN,0.3382517
Fpgt,0.3327483,0.7772635,0.5794001,0.4780967,0.8942657,0.8890521,1.346429,1.337307,1.168959,0.4185214,0.2493042,0.3514903,0.4687934,0.2258594,0.8059112,0.8648224,0.50467,0.4816982,0.4200679,1.078497,0.5919404
Oosp1,0.3327483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2800453,NaN,NaN
Sh3bp2,0.332653,0.777041,0.3620214,0.2048399,0.6501889,0.9695973,0.7403238,0.817009,0.5843124,6.443385,6.480053,8.081962,0.7029887,0.9031789,0.6445444,2.401597,2.186277,2.086761,1.469817,1.168037,1.014464
BC024978,0.3323676,1.207693,0.5787371,0.8186566,0.8120387,0.9687653,0.8069329,1.187357,0.8757165,0.334434,0.8300632,NaN,1.404771,0.9024038,0.1609978,0.1919629,0.1680309,0.3207647,NaN,0.1795439,0.3378646
Gm10714,0.3323676,NaN,NaN,0.545771,0.649631,0.3229218,0.8069329,NaN,NaN,NaN,0.3320253,0.936235,6.555598,7.219231,12.23583,NaN,NaN,0.6415294,0.2797249,NaN,NaN
Ly6f,0.3312306,NaN,NaN,NaN,NaN,0.3218171,1.608345,1.479119,0.5818139,NaN,0.3308895,0.9330323,0.6222069,0.2997723,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Slc41a2,0.3311551,0.2062779,0.5189633,0.27189,0.7119872,0.772185,0.5895922,0.2957564,0.4071769,0.7997137,1.389419,1.026102,0.8086846,0.3596448,0.2566568,0.1530101,0.1339343,0.1278378,0.2229635,0.2862222,0.5386114
Fam160a1,0.3310042,0.2749118,0.1729089,0.8152983,0.5822695,0.1286388,0.5893234,0.4729945,0.5232745,NaN,NaN,NaN,1.243563,1.138356,0.9620243,0.1529403,0.2008099,0.2555591,0.5571548,0.5006606,0.4037744
Arhgap26,0.330979,0.4581515,0.3842129,0.6642667,0.2875187,0.2858424,0.5059463,0.4926652,0.290686,0.1110123,0.257163,0.3107745,0.4490303,0.7655029,0.605673,3.568337,2.379788,2.519905,6.468695,6.237916,6.953365
Zfp607,0.3309476,0.687162,0.4321985,0.4075795,0.1617139,0.3215421,0.3347856,0.5172493,0.4359876,1.082267,0.5785618,0.5826469,0.3885471,0.7487904,1.202325,0.1911428,0.2509695,0.4790914,0.3481622,0.3575536,0.3364212
Th,0.3306651,0.3432877,0.2878863,0.1357438,NaN,0.1606338,0.1337999,0.1476594,0.4356154,NaN,NaN,NaN,NaN,0.1496302,NaN,0.3819591,0.3343403,0.6382433,1.113168,1.428993,1.344536
Spock3,0.330571,0.2573925,0.3597555,0.1357052,0.4845896,0.8029406,0.3344046,0.5166607,0.5080733,0.08315657,0.4127882,NaN,0.2328629,0.448763,0.2401913,6.491458,6.768465,5.503282,13.91064,19.82164,19.57423
Gm4890,0.3298515,0.4565908,0.09572601,0.6319128,0.3223566,0.2136515,0.355922,0.4909869,0.2896958,0.2212683,NaN,0.3097159,0.6196164,0.6965565,1.065194,0.1270065,NaN,0.1061122,NaN,0.3563694,NaN
Itih5,0.3297683,0.2282378,0.1914037,0.9325883,0.5371255,0.177998,1.304718,0.8181051,0.5148848,0.03686874,NaN,NaN,4.026491,5.770012,6.886515,0.08464962,0.1481927,0.2121708,0.1541874,0.1583464,0.2234816
4833419F23Rik,0.3297268,0.3423136,0.5741388,0.8121519,0.966704,0.640712,1.067362,1.177923,0.5791723,3.317768,4.61142,3.715184,2.787219,3.282524,4.472121,NaN,NaN,0.3182161,0.5550046,NaN,NaN
Unc93a,0.3297268,0.228209,0.0956898,0.1804782,0.1074115,0.1067853,0.08894683,0.09816023,0.09652872,0.1105923,0.1097957,NaN,NaN,NaN,NaN,0.2539168,NaN,0.106072,NaN,0.1187449,0.3351801
Rad54b,0.3295864,0.171084,0.179342,0.3720779,0.3623597,0.6004119,0.3667496,0.4047387,0.2170972,0.4145446,0.4115588,0.2901253,0.6191184,0.4101409,0.3193013,0.618659,0.1249686,0.07952017,0.2427112,0.1335311,0.1256391
Gm4763,0.3293529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3093399,0.2980729,NaN,NaN,NaN,NaN,NaN,NaN,0.6696002
Nod1,0.3289799,0.2049229,0.1718515,0.4321666,0.3858057,0.2557043,0.5324722,0.9402038,0.3467163,0.3310253,0.6572822,0.6486846,0.9887665,0.5359237,0.8286555,NaN,0.1995818,NaN,0.05537475,0.1421711,0.06688419
Aldh3a1,0.3287937,0.5120174,0.1431285,0.4049269,0.1606614,0.3194495,0.5321708,0.2936474,0.2887667,NaN,0.1642276,0.231542,0.463222,0.4463503,0.6370666,0.3797975,0.4986722,0.6346312,0.8301512,NaN,0.1671159
Boc,0.3280141,0.3405355,0.171347,0.8079334,0.8975705,0.4461688,1.061818,0.4687217,0.4609312,0.1320214,NaN,0.09239717,7.085895,6.709064,5.592892,0.8335732,0.6633196,0.8230642,0.9938192,0.8505221,1.000317
